username,timestamp,activity_type,ip_address,device_info,session_duration,files_accessed,failed_logins
user002,2026-04-22 14:59:06.988756,login,192.168.1.29,Windows-10,30.9,7,0
user035,2026-05-14 06:59:06.988756,file_access,192.168.1.70,macOS,83.3,12,3
user016,2026-04-17 23:59:06.988756,login,192.168.1.153,macOS,26.57,11,0
user041,2026-05-08 10:59:06.988756,network_connect,192.168.1.95,iPhone,55.49,7,0
user036,2026-05-04 08:59:06.988756,database_query,192.168.1.22,iPhone,59.23,4,1
user033,2026-05-15 23:59:06.988756,network_connect,192.168.1.194,Windows-10,8.6,14,0
user004,2026-05-13 17:59:06.988756,file_access,192.168.1.173,Windows-10,20.17,10,1
user033,2026-05-12 09:59:06.988756,email_send,192.168.1.69,macOS,45.64,11,0
user014,2026-05-09 00:59:06.988756,login,192.168.1.252,Windows-10,3.3,5,0
user021,2026-04-20 07:59:06.988756,database_query,192.168.1.219,Windows-10,20.19,13,0
user048,2026-05-03 22:59:06.988756,email_send,192.168.1.89,macOS,34.44,8,2
user020,2026-05-11 02:59:06.988756,network_connect,192.168.1.72,Windows-10,251.06,5,1
user008,2026-05-16 15:59:06.988756,database_query,192.168.1.247,Windows-10,28.96,7,1
user007,2026-05-12 05:59:06.988756,email_send,192.168.1.129,Ubuntu,76.19,8,1
user003,2026-04-21 20:59:06.988756,database_query,192.168.1.212,iPhone,25.46,10,3
user017,2026-05-15 17:59:06.988756,file_access,192.168.1.172,macOS,71.62,5,0
user033,2026-05-13 21:59:06.988756,file_access,192.168.1.87,Ubuntu,40.72,5,2
user048,2026-05-10 10:59:06.988756,login,192.168.1.96,iPhone,97.96,4,0
user012,2026-04-24 18:59:06.988756,login,192.168.1.75,iPhone,23.82,5,1
user022,2026-05-04 23:59:06.988756,file_access,192.168.1.167,iPhone,41.72,12,0
user022,2026-05-03 11:59:06.988756,database_query,192.168.1.239,Ubuntu,44.74,2,0
user046,2026-05-08 19:59:06.988756,file_access,192.168.1.54,Ubuntu,24.31,7,0
user030,2026-04-26 08:59:06.988756,login,192.168.1.88,iPhone,7.01,9,2
user038,2026-05-02 12:59:06.988756,file_access,192.168.1.203,Windows-10,4.42,9,0
user038,2026-04-19 12:59:06.988756,file_access,192.168.1.157,Windows-10,0.76,7,2
user045,2026-05-06 13:59:06.988756,database_query,192.168.1.54,Ubuntu,93.05,10,0
user008,2026-05-17 17:59:06.988756,email_send,192.168.1.218,Ubuntu,12.14,8,0
user027,2026-04-28 14:59:06.988756,login,192.168.1.16,Ubuntu,10.69,10,1
user027,2026-05-07 10:59:06.988756,database_query,192.168.1.99,iPhone,59.94,10,0
user034,2026-05-17 00:59:06.988756,file_access,192.168.1.20,Windows-10,17.36,3,0
user021,2026-04-28 11:59:06.988756,file_access,192.168.1.46,Ubuntu,31.74,4,1
user030,2026-05-13 07:59:06.988756,email_send,192.168.1.195,Ubuntu,7.98,7,0
user033,2026-05-13 10:59:06.988756,login,192.168.1.193,macOS,144.56,7,1
user028,2026-05-13 05:59:06.988756,login,192.168.1.127,iPhone,85.85,8,1
user047,2026-04-30 22:59:06.988756,network_connect,192.168.1.58,macOS,89.71,4,3
user033,2026-05-05 22:59:06.988756,login,192.168.1.181,Windows-10,23.5,9,1
user005,2026-04-20 07:59:06.988756,email_send,192.168.1.111,macOS,64.67,13,0
user048,2026-05-03 16:59:06.988756,network_connect,192.168.1.129,macOS,6.99,8,5
user019,2026-05-06 02:59:06.988756,network_connect,192.168.1.81,macOS,0.39,9,2
user004,2026-04-30 08:59:06.988756,file_access,192.168.1.194,iPhone,0.91,10,0
user035,2026-05-16 13:59:06.988756,file_access,192.168.1.157,Windows-10,39.75,5,1
user049,2026-05-13 02:59:06.988756,login,192.168.1.84,macOS,27.35,6,0
user017,2026-04-22 21:59:06.988756,network_connect,192.168.1.70,iPhone,114.94000000000001,50,6
user044,2026-04-25 19:59:06.988756,file_access,192.168.1.8,Windows-10,0.34,10,0
user028,2026-05-12 17:59:06.988756,email_send,192.168.1.29,Ubuntu,24.72,7,2
user030,2026-04-27 17:59:06.988756,file_access,192.168.1.112,macOS,56.97,9,4
user029,2026-05-17 05:59:06.988756,file_access,192.168.1.179,Windows-10,26.31,11,0
user046,2026-04-29 08:59:06.988756,network_connect,192.168.1.161,macOS,59.29,7,0
user006,2026-05-06 12:59:06.988756,network_connect,192.168.1.131,Ubuntu,11.94,8,1
user035,2026-04-28 01:59:06.988756,database_query,192.168.1.188,Windows-10,75.48,9,2
user041,2026-04-29 22:59:06.988756,email_send,192.168.1.163,iPhone,39.95,9,0
user037,2026-04-21 11:59:06.988756,network_connect,192.168.1.197,Windows-10,10.65,5,1
user024,2026-04-18 20:59:06.988756,login,192.168.1.219,iPhone,12.16,10,1
user029,2026-04-23 04:59:06.988756,email_send,192.168.1.108,Windows-10,44.5,8,1
user049,2026-04-19 15:59:06.988756,email_send,192.168.1.204,iPhone,79.72,11,4
user046,2026-04-24 07:59:06.988756,network_connect,192.168.1.212,Ubuntu,24.17,8,0
user031,2026-05-07 04:59:06.988756,email_send,192.168.1.109,Ubuntu,13.45,5,2
user035,2026-04-25 10:59:06.988756,network_connect,192.168.1.20,Ubuntu,90.79,9,0
user033,2026-05-12 02:59:06.988756,file_access,192.168.1.73,Windows-10,49.79,9,0
user021,2026-04-25 09:59:06.988756,database_query,192.168.1.167,Ubuntu,26.75,9,1
user032,2026-04-28 06:59:06.988756,file_access,192.168.1.4,macOS,30.12,5,0
user023,2026-04-30 12:59:06.988756,network_connect,192.168.1.243,Ubuntu,10.28,10,2
user033,2026-04-19 23:59:06.988756,network_connect,192.168.1.246,iPhone,44.35,10,0
user003,2026-05-10 04:59:06.988756,file_access,192.168.1.19,iPhone,19.99,9,0
user018,2026-04-27 21:59:06.988756,login,192.168.1.102,iPhone,244.64,8,1
user025,2026-04-25 14:59:06.988756,login,192.168.1.219,Windows-10,29.44,8,2
user042,2026-04-19 16:59:06.988756,login,192.168.1.173,macOS,29.94,10,0
user031,2026-05-13 07:59:06.988756,network_connect,192.168.1.171,Ubuntu,37.55,10,2
user003,2026-04-26 07:59:06.988756,email_send,192.168.1.141,macOS,111.87,3,0
user040,2026-05-16 21:59:06.988756,network_connect,192.168.1.141,macOS,72.61,14,1
user046,2026-04-24 23:59:06.988756,email_send,192.168.1.188,iPhone,27.0,11,0
user024,2026-04-22 11:59:06.988756,file_access,192.168.1.185,iPhone,57.07,8,3
user050,2026-05-08 04:59:06.988756,database_query,192.168.1.86,iPhone,39.71,8,1
user032,2026-04-30 05:59:06.988756,email_send,192.168.1.220,Windows-10,30.51,8,1
user047,2026-04-22 14:59:06.988756,login,192.168.1.52,macOS,9.61,9,1
user022,2026-05-03 14:59:06.988756,network_connect,192.168.1.111,macOS,28.06,12,0
user023,2026-05-01 10:59:06.988756,file_access,192.168.1.181,Windows-10,12.7,13,1
user002,2026-04-21 14:59:06.988756,login,192.168.1.109,Windows-10,110.85,11,1
user027,2026-04-23 08:59:06.988756,file_access,192.168.1.86,Windows-10,18.39,7,3
user042,2026-05-14 21:59:06.988756,database_query,192.168.1.43,macOS,136.89,7,1
user002,2026-05-17 03:59:06.988756,network_connect,192.168.1.211,macOS,34.27,5,2
user026,2026-05-02 08:59:06.988756,network_connect,192.168.1.200,iPhone,44.93,6,1
user017,2026-04-27 06:59:06.988756,database_query,192.168.1.244,iPhone,35.23,3,1
user040,2026-05-13 13:59:06.988756,network_connect,192.168.1.200,macOS,21.805,54,10
user033,2026-04-22 20:59:06.988756,email_send,192.168.1.42,iPhone,21.21,13,1
user009,2026-04-30 16:59:06.988756,file_access,192.168.1.90,Windows-10,4.7,7,2
user043,2026-05-09 21:59:06.988756,login,192.168.1.240,Ubuntu,43.89,7,0
user048,2026-05-09 06:59:06.988756,database_query,192.168.1.115,iPhone,26.65,11,0
user039,2026-05-05 13:59:06.988756,email_send,192.168.1.26,macOS,67.73,6,1
user029,2026-04-27 09:59:06.988756,login,192.168.1.151,iPhone,11.21,9,2
user042,2026-05-09 11:59:06.988756,login,192.168.1.43,iPhone,8.09,13,1
user026,2026-05-14 20:59:06.988756,database_query,192.168.1.77,iPhone,23.46,11,0
user035,2026-04-19 16:59:06.988756,email_send,192.168.1.156,Ubuntu,117.52,11,1
user050,2026-05-04 18:59:06.988756,login,192.168.1.137,Windows-10,55.77,8,0
user025,2026-05-12 03:59:06.988756,login,192.168.1.20,macOS,24.43,12,1
user024,2026-05-12 20:59:06.988756,email_send,192.168.1.184,Ubuntu,32.77,12,3
user013,2026-04-30 09:59:06.988756,network_connect,192.168.1.211,macOS,3.96,15,0
user007,2026-05-08 23:59:06.988756,login,192.168.1.240,macOS,187.73,4,0
user036,2026-04-29 09:59:06.988756,file_access,192.168.1.39,macOS,49.4,6,2
user045,2026-05-07 21:59:06.988756,email_send,192.168.1.179,Ubuntu,15.12,5,0
user020,2026-04-24 00:59:06.988756,login,192.168.1.12,Windows-10,39.66,8,1
user001,2026-05-11 01:59:06.988756,database_query,192.168.1.207,macOS,5.22,10,1
user008,2026-05-03 21:59:06.988756,file_access,192.168.1.223,Windows-10,151.95,7,1
user046,2026-05-06 15:59:06.988756,login,192.168.1.183,Windows-10,8.65,7,1
user016,2026-05-03 01:59:06.988756,file_access,192.168.1.206,iPhone,46.99,3,1
user014,2026-04-29 21:59:06.988756,file_access,192.168.1.11,Ubuntu,44.345,55,8
user012,2026-05-01 05:59:06.988756,network_connect,192.168.1.154,Ubuntu,56.89,9,2
user023,2026-05-15 10:59:06.988756,file_access,192.168.1.42,iPhone,67.49,8,0
user015,2026-05-12 11:59:06.988756,network_connect,192.168.1.155,iPhone,50.36,9,2
user028,2026-05-15 14:59:06.988756,email_send,192.168.1.11,Windows-10,150.115,52,8
user034,2026-05-04 08:59:06.988756,network_connect,192.168.1.38,macOS,100.35,7,1
user002,2026-05-08 20:59:06.988756,database_query,192.168.1.98,Ubuntu,3.69,10,1
user032,2026-05-04 13:59:06.988756,login,192.168.1.171,macOS,18.08,6,0
user023,2026-05-15 01:59:06.988756,email_send,192.168.1.19,macOS,12.84,6,1
user022,2026-04-22 14:59:06.988756,email_send,192.168.1.192,iPhone,199.08,8,0
user025,2026-05-02 20:59:06.988756,database_query,192.168.1.134,macOS,22.2,11,0
user022,2026-05-12 01:59:06.988756,network_connect,192.168.1.174,Windows-10,59.36,8,2
user022,2026-04-19 10:59:06.988756,login,192.168.1.116,iPhone,51.94,11,1
user049,2026-05-13 20:59:06.988756,network_connect,192.168.1.230,macOS,10.73,8,0
user042,2026-05-02 17:59:06.988756,file_access,192.168.1.113,iPhone,12.29,10,0
user006,2026-05-03 10:59:06.988756,network_connect,192.168.1.170,Windows-10,14.86,6,0
user015,2026-05-14 07:59:06.988756,email_send,192.168.1.220,Windows-10,83.405,53,7
user043,2026-05-07 06:59:06.988756,login,192.168.1.65,macOS,12.01,7,0
user037,2026-04-25 16:59:06.988756,network_connect,192.168.1.99,iPhone,0.89,7,4
user033,2026-05-04 04:59:06.988756,login,192.168.1.232,macOS,95.18,3,1
user008,2026-05-06 11:59:06.988756,login,192.168.1.72,macOS,151.65,11,3
user044,2026-05-05 01:59:06.988756,file_access,192.168.1.187,iPhone,65.835,52,8
user044,2026-04-25 11:59:06.988756,file_access,192.168.1.52,macOS,18.6,6,1
user005,2026-04-25 06:59:06.988756,email_send,192.168.1.118,Windows-10,0.32,11,1
user039,2026-05-03 01:59:06.988756,database_query,192.168.1.175,iPhone,51.31,2,0
user004,2026-04-20 07:59:06.988756,login,192.168.1.120,iPhone,78.55,7,1
user006,2026-04-23 18:59:06.988756,database_query,192.168.1.7,iPhone,7.13,9,1
user045,2026-05-07 03:59:06.988756,email_send,192.168.1.11,iPhone,7.83,8,3
user032,2026-05-03 18:59:06.988756,login,192.168.1.103,macOS,70.25,12,0
user030,2026-04-27 09:59:06.988756,login,192.168.1.61,macOS,43.1,6,1
user047,2026-04-26 03:59:06.988756,database_query,192.168.1.68,Windows-10,2.07,13,1
user035,2026-05-16 08:59:06.988756,network_connect,192.168.1.153,Ubuntu,43.84,11,1
user040,2026-04-19 18:59:06.988756,file_access,192.168.1.140,Ubuntu,16.63,12,0
user016,2026-05-02 01:59:06.988756,network_connect,192.168.1.154,Windows-10,20.7,4,0
user013,2026-04-28 08:59:06.988756,database_query,192.168.1.102,Ubuntu,66.08,14,1
user050,2026-04-21 07:59:06.988756,file_access,192.168.1.110,Windows-10,74.95,4,1
user042,2026-04-20 19:59:06.988756,network_connect,192.168.1.140,macOS,23.01,12,0
user030,2026-05-10 06:59:06.988756,file_access,192.168.1.171,iPhone,132.32,5,1
user019,2026-05-08 18:59:06.988756,login,192.168.1.51,iPhone,23.47,6,2
user017,2026-04-18 04:59:06.988756,network_connect,192.168.1.117,macOS,66.5,12,1
user019,2026-05-16 05:59:06.988756,file_access,192.168.1.165,iPhone,29.76,9,0
user028,2026-05-05 18:59:06.988756,file_access,192.168.1.46,iPhone,102.52,10,0
user026,2026-04-22 11:59:06.988756,file_access,192.168.1.53,Ubuntu,107.25,9,1
user037,2026-05-11 10:59:06.988756,network_connect,192.168.1.88,macOS,4.12,8,2
user026,2026-05-08 15:59:06.988756,email_send,192.168.1.208,Ubuntu,124.05,11,2
user023,2026-05-05 15:59:06.988756,network_connect,192.168.1.121,Ubuntu,78.57,7,2
user009,2026-04-24 05:59:06.988756,database_query,192.168.1.13,iPhone,70.51,10,4
user012,2026-05-08 12:59:06.988756,network_connect,192.168.1.89,iPhone,10.09,7,2
user001,2026-04-24 18:59:06.988756,file_access,192.168.1.125,macOS,73.59,16,1
user001,2026-04-28 18:59:06.988756,login,192.168.1.118,iPhone,85.41,7,1
user047,2026-04-26 15:59:06.988756,network_connect,192.168.1.54,iPhone,15.36,12,0
user034,2026-04-26 21:59:06.988756,network_connect,192.168.1.185,macOS,136.89,5,0
user032,2026-05-05 22:59:06.988756,file_access,192.168.1.116,iPhone,2.3,7,1
user048,2026-05-05 12:59:06.988756,login,192.168.1.118,Ubuntu,7.31,11,1
user025,2026-05-03 09:59:06.988756,login,192.168.1.4,macOS,34.71,8,1
user040,2026-04-25 00:59:06.988756,database_query,192.168.1.75,iPhone,38.59,11,0
user045,2026-04-26 01:59:06.988756,network_connect,192.168.1.224,Windows-10,46.62,6,2
user001,2026-04-26 13:59:06.988756,login,192.168.1.49,macOS,0.77,9,2
user016,2026-04-22 13:59:06.988756,login,192.168.1.7,macOS,145.26,7,0
user039,2026-05-03 12:59:06.988756,email_send,192.168.1.110,Windows-10,2.05,5,1
user005,2026-04-24 12:59:06.988756,email_send,192.168.1.122,iPhone,6.95,8,2
user022,2026-05-09 22:59:06.988756,login,192.168.1.11,iPhone,0.64,4,1
user029,2026-05-02 05:59:06.988756,database_query,192.168.1.92,macOS,37.65,4,0
user003,2026-04-22 17:59:06.988756,login,192.168.1.182,macOS,121.15,4,2
user012,2026-05-14 04:59:06.988756,file_access,192.168.1.233,iPhone,49.34,12,1
user026,2026-04-24 03:59:06.988756,network_connect,192.168.1.215,iPhone,77.84,6,0
user016,2026-05-14 15:59:06.988756,database_query,192.168.1.173,Ubuntu,0.6,9,2
user037,2026-05-08 04:59:06.988756,file_access,192.168.1.23,macOS,35.14,8,0
user022,2026-04-29 18:59:06.988756,database_query,192.168.1.242,macOS,27.69,4,1
user029,2026-05-08 21:59:06.988756,file_access,192.168.1.28,Windows-10,31.1,10,1
user014,2026-04-25 04:59:06.988756,network_connect,192.168.1.235,Ubuntu,3.37,13,6
user028,2026-05-13 07:59:06.988756,network_connect,192.168.1.111,iPhone,51.9,7,2
user005,2026-05-01 19:59:06.988756,email_send,192.168.1.57,Ubuntu,31.48,6,0
user047,2026-05-06 20:59:06.988756,file_access,192.168.1.26,iPhone,65.2,11,2
user049,2026-05-16 23:59:06.988756,email_send,192.168.1.153,iPhone,29.89,6,0
user030,2026-04-27 05:59:06.988756,file_access,192.168.1.54,Ubuntu,7.28,8,1
user046,2026-04-26 06:59:06.988756,email_send,192.168.1.29,macOS,47.02,6,1
user005,2026-05-13 07:59:06.988756,network_connect,192.168.1.211,iPhone,8.51,13,2
user012,2026-05-15 15:59:06.988756,database_query,192.168.1.97,Ubuntu,92.65,7,0
user016,2026-05-07 12:59:06.988756,email_send,192.168.1.164,Windows-10,42.73,5,0
user026,2026-05-09 08:59:06.988756,file_access,192.168.1.14,Ubuntu,7.7,8,0
user026,2026-05-05 20:59:06.988756,file_access,192.168.1.78,Windows-10,147.56,5,1
user048,2026-05-15 15:59:06.988756,network_connect,192.168.1.35,iPhone,32.88,12,0
user021,2026-04-27 04:59:06.988756,file_access,192.168.1.30,Ubuntu,3.41,11,2
user039,2026-05-15 12:59:06.988756,login,192.168.1.92,Ubuntu,44.36,11,0
user036,2026-04-26 15:59:06.988756,database_query,192.168.1.17,Windows-10,13.14,8,3
user033,2026-05-09 05:59:06.988756,email_send,192.168.1.195,Ubuntu,73.26,5,3
user030,2026-05-07 15:59:06.988756,database_query,192.168.1.208,Ubuntu,76.62,9,0
user037,2026-04-24 08:59:06.988756,network_connect,192.168.1.238,iPhone,173.73,12,0
user023,2026-04-29 18:59:06.988756,email_send,192.168.1.158,Ubuntu,31.36,14,0
user010,2026-04-22 16:59:06.988756,email_send,192.168.1.244,macOS,27.31,4,0
user005,2026-05-08 15:59:06.988756,login,192.168.1.93,Windows-10,63.01,6,1
user036,2026-05-05 08:59:06.988756,network_connect,192.168.1.173,Ubuntu,6.39,11,2
user034,2026-05-14 14:59:06.988756,file_access,192.168.1.79,Windows-10,35.63,9,1
user031,2026-05-13 21:59:06.988756,login,192.168.1.110,Windows-10,35.56,10,2
user010,2026-05-14 19:59:06.988756,login,192.168.1.248,Windows-10,4.22,5,2
user019,2026-05-09 14:59:06.988756,database_query,192.168.1.217,Ubuntu,24.36,4,2
user032,2026-05-17 16:59:06.988756,database_query,192.168.1.179,Ubuntu,86.37,5,1
user001,2026-05-09 15:59:06.988756,database_query,192.168.1.102,Windows-10,87.26,8,1
user005,2026-05-14 09:59:06.988756,login,192.168.1.106,macOS,4.7,12,2
user045,2026-05-01 20:59:06.988756,file_access,192.168.1.251,Windows-10,4.28,6,0
user004,2026-04-20 17:59:06.988756,email_send,192.168.1.47,macOS,13.71,16,0
user016,2026-05-06 01:59:06.988756,database_query,192.168.1.181,Windows-10,93.49,5,1
user024,2026-05-10 16:59:06.988756,file_access,192.168.1.64,iPhone,6.21,7,3
user016,2026-05-10 04:59:06.988756,network_connect,192.168.1.246,Windows-10,57.28,10,0
user002,2026-05-15 00:59:06.988756,database_query,192.168.1.244,Windows-10,4.8,7,1
user049,2026-05-06 19:59:06.988756,email_send,192.168.1.250,Ubuntu,43.91,10,2
user028,2026-04-26 16:59:06.988756,network_connect,192.168.1.166,macOS,19.81,6,1
user032,2026-05-15 23:59:06.988756,network_connect,192.168.1.64,iPhone,245.0,53,7
user027,2026-05-06 20:59:06.988756,email_send,192.168.1.87,macOS,11.98,10,0
user020,2026-05-12 05:59:06.988756,database_query,192.168.1.217,iPhone,45.87,5,3
user024,2026-05-15 20:59:06.988756,login,192.168.1.234,Windows-10,12.09,6,0
user012,2026-04-25 02:59:06.988756,email_send,192.168.1.7,Ubuntu,56.28,10,0
user050,2026-05-10 00:59:06.988756,email_send,192.168.1.22,Ubuntu,93.1,3,0
user035,2026-05-06 18:59:06.988756,email_send,192.168.1.81,macOS,6.1,1,2
user033,2026-05-13 09:59:06.988756,network_connect,192.168.1.210,Ubuntu,317.27500000000003,50,8
user033,2026-04-19 07:59:06.988756,file_access,192.168.1.241,macOS,40.52,14,1
user043,2026-04-22 23:59:06.988756,login,192.168.1.169,macOS,6.12,8,3
user037,2026-05-02 12:59:06.988756,database_query,192.168.1.74,iPhone,25.1,7,1
user012,2026-04-17 23:59:06.988756,database_query,192.168.1.138,macOS,7.89,7,2
user003,2026-05-02 10:59:06.988756,file_access,192.168.1.185,iPhone,54.23,11,3
user001,2026-05-01 06:59:06.988756,email_send,192.168.1.135,Ubuntu,64.01,8,2
user033,2026-05-06 14:59:06.988756,login,192.168.1.240,macOS,5.03,2,1
user040,2026-04-28 19:59:06.988756,database_query,192.168.1.125,macOS,31.75,14,0
user010,2026-05-02 09:59:06.988756,database_query,192.168.1.50,Windows-10,75.84,9,1
user043,2026-04-25 03:59:06.988756,email_send,192.168.1.230,macOS,123.81,5,0
user044,2026-05-10 00:59:06.988756,file_access,192.168.1.219,macOS,113.47,56,7
user029,2026-05-13 02:59:06.988756,login,192.168.1.52,Windows-10,135.06,7,1
user013,2026-05-09 22:59:06.988756,file_access,192.168.1.161,Windows-10,34.52,6,0
user012,2026-05-06 21:59:06.988756,file_access,192.168.1.1,Ubuntu,22.55,9,0
user031,2026-04-23 01:59:06.988756,login,192.168.1.236,macOS,84.83,9,1
user046,2026-04-28 16:59:06.988756,login,192.168.1.181,Ubuntu,30.56,7,1
user002,2026-04-26 04:59:06.988756,database_query,192.168.1.188,Ubuntu,28.73,5,2
user050,2026-05-10 15:59:06.988756,database_query,192.168.1.162,Windows-10,106.155,51,10
user035,2026-05-17 01:59:06.988756,login,192.168.1.4,iPhone,84.42,7,1
user023,2026-05-02 10:59:06.988756,network_connect,192.168.1.145,Ubuntu,80.25,13,1
user017,2026-05-12 02:59:06.988756,database_query,192.168.1.132,iPhone,23.25,7,0
user026,2026-05-16 08:59:06.988756,network_connect,192.168.1.171,macOS,18.24,8,0
user008,2026-05-14 21:59:06.988756,login,192.168.1.246,Windows-10,30.47,2,0
user029,2026-04-25 04:59:06.988756,database_query,192.168.1.218,macOS,38.27,8,1
user026,2026-05-05 20:59:06.988756,file_access,192.168.1.4,macOS,12.25,4,0
user010,2026-05-09 01:59:06.988756,login,192.168.1.1,Windows-10,71.08,10,1
user026,2026-05-16 13:59:06.988756,email_send,192.168.1.71,macOS,29.99,11,1
user034,2026-05-17 11:59:06.988756,network_connect,192.168.1.222,Windows-10,18.29,7,0
user041,2026-05-15 02:59:06.988756,login,192.168.1.178,iPhone,5.08,11,0
user007,2026-04-17 23:59:06.988756,login,192.168.1.201,macOS,12.28,10,2
user004,2026-04-22 18:59:06.988756,database_query,192.168.1.189,Windows-10,134.17,11,1
user050,2026-04-29 23:59:06.988756,database_query,192.168.1.35,Ubuntu,16.38,12,2
user045,2026-05-12 19:59:06.988756,database_query,192.168.1.8,macOS,8.32,7,0
user011,2026-04-26 11:59:06.988756,email_send,192.168.1.253,iPhone,27.78,7,2
user029,2026-05-03 00:59:06.988756,database_query,192.168.1.152,Windows-10,16.51,8,0
user036,2026-04-20 17:59:06.988756,login,192.168.1.211,macOS,1.61,10,4
user025,2026-04-28 12:59:06.988756,database_query,192.168.1.36,macOS,17.56,11,1
user021,2026-05-06 07:59:06.988756,file_access,192.168.1.178,macOS,35.35,10,2
user036,2026-05-01 12:59:06.988756,database_query,192.168.1.244,iPhone,36.1,9,0
user010,2026-05-12 04:59:06.988756,email_send,192.168.1.123,Windows-10,19.84,3,2
user037,2026-05-05 19:59:06.988756,file_access,192.168.1.43,Ubuntu,26.68,7,0
user009,2026-04-17 22:59:06.988756,login,192.168.1.27,Ubuntu,151.53,3,0
user024,2026-05-08 08:59:06.988756,login,192.168.1.32,Ubuntu,21.32,10,0
user035,2026-05-12 19:59:06.988756,network_connect,192.168.1.78,Windows-10,13.44,7,4
user049,2026-05-02 15:59:06.988756,file_access,192.168.1.121,Ubuntu,12.56,6,1
user035,2026-04-28 08:59:06.988756,network_connect,192.168.1.146,iPhone,27.54,11,1
user048,2026-05-09 07:59:06.988756,file_access,192.168.1.156,Windows-10,64.13,7,1
user036,2026-04-27 19:59:06.988756,file_access,192.168.1.252,macOS,10.38,12,0
user018,2026-05-16 20:59:06.988756,email_send,192.168.1.157,iPhone,55.6,4,3
user049,2026-05-15 04:59:06.988756,network_connect,192.168.1.16,macOS,3.36,53,8
user039,2026-05-04 02:59:06.988756,email_send,192.168.1.99,Ubuntu,24.43,8,1
user032,2026-04-30 12:59:06.988756,file_access,192.168.1.47,iPhone,67.3,4,2
user024,2026-04-23 20:59:06.988756,login,192.168.1.251,Windows-10,18.61,11,0
user023,2026-04-23 00:59:06.988756,file_access,192.168.1.187,iPhone,37.33,7,0
user032,2026-05-17 18:59:06.988756,email_send,192.168.1.31,macOS,10.32,8,0
user037,2026-05-04 21:59:06.988756,network_connect,192.168.1.4,Windows-10,60.97,11,0
user012,2026-05-04 06:59:06.988756,network_connect,192.168.1.165,iPhone,2.42,3,0
user049,2026-04-26 08:59:06.988756,email_send,192.168.1.17,iPhone,86.14,10,0
user013,2026-04-19 02:59:06.988756,network_connect,192.168.1.39,iPhone,9.94,11,0
user023,2026-05-15 19:59:06.988756,database_query,192.168.1.48,iPhone,93.36,3,0
user025,2026-05-09 16:59:06.988756,login,192.168.1.174,Windows-10,19.56,10,0
user035,2026-04-23 09:59:06.988756,login,192.168.1.218,macOS,57.72,9,1
user041,2026-04-27 20:59:06.988756,login,192.168.1.176,iPhone,17.3,8,0
user030,2026-05-10 01:59:06.988756,network_connect,192.168.1.39,Windows-10,106.36,9,3
user017,2026-05-16 18:59:06.988756,network_connect,192.168.1.233,macOS,6.09,7,1
user049,2026-04-23 07:59:06.988756,file_access,192.168.1.132,iPhone,8.85,6,0
user020,2026-05-14 09:59:06.988756,file_access,192.168.1.30,macOS,106.995,55,6
user048,2026-04-20 10:59:06.988756,login,192.168.1.158,macOS,3.85,12,0
user025,2026-04-20 09:59:06.988756,database_query,192.168.1.22,Windows-10,9.82,8,1
user022,2026-05-04 02:59:06.988756,file_access,192.168.1.203,macOS,129.52,9,1
user013,2026-04-30 16:59:06.988756,file_access,192.168.1.66,Windows-10,168.76,11,0
user019,2026-04-19 11:59:06.988756,network_connect,192.168.1.108,iPhone,21.24,9,0
user049,2026-04-18 20:59:06.988756,database_query,192.168.1.12,macOS,115.55,6,0
user036,2026-04-19 23:59:06.988756,login,192.168.1.222,macOS,35.42,8,4
user012,2026-04-29 03:59:06.988756,file_access,192.168.1.36,Ubuntu,14.15,6,1
user041,2026-05-13 03:59:06.988756,database_query,192.168.1.18,iPhone,54.54,9,1
user019,2026-05-16 12:59:06.988756,database_query,192.168.1.90,iPhone,48.4,7,1
user012,2026-04-23 20:59:06.988756,login,192.168.1.181,Ubuntu,203.46,7,2
user009,2026-04-18 11:59:06.988756,database_query,192.168.1.199,Ubuntu,13.86,6,1
user007,2026-04-29 22:59:06.988756,database_query,192.168.1.253,Windows-10,50.17,9,1
user028,2026-05-03 13:59:06.988756,database_query,192.168.1.1,Windows-10,2.4,13,0
user014,2026-04-25 03:59:06.988756,file_access,192.168.1.127,macOS,5.43,5,1
user031,2026-05-09 19:59:06.988756,login,192.168.1.186,macOS,0.18,2,2
user019,2026-04-27 13:59:06.988756,database_query,192.168.1.90,macOS,338.63,5,2
user047,2026-04-20 08:59:06.988756,database_query,192.168.1.87,macOS,72.94,6,2
user016,2026-04-29 15:59:06.988756,file_access,192.168.1.90,Windows-10,69.53,9,3
user005,2026-05-02 06:59:06.988756,login,192.168.1.237,iPhone,32.08,11,0
user035,2026-04-20 21:59:06.988756,network_connect,192.168.1.134,macOS,16.05,9,1
user012,2026-05-14 18:59:06.988756,file_access,192.168.1.70,iPhone,7.38,5,2
user025,2026-05-11 14:59:06.988756,login,192.168.1.44,macOS,15.08,10,0
user021,2026-05-01 17:59:06.988756,database_query,192.168.1.200,Ubuntu,21.22,5,1
user036,2026-05-11 02:59:06.988756,login,192.168.1.152,macOS,63.53,14,3
user023,2026-04-19 02:59:06.988756,login,192.168.1.86,macOS,34.91,5,1
user016,2026-05-14 16:59:06.988756,login,192.168.1.19,macOS,3.63,8,2
user039,2026-05-11 04:59:06.988756,network_connect,192.168.1.101,Windows-10,0.82,6,1
